"Overton id",Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
governmentofcanada-324c54490d925596366b33454eae2314,"Considerations for identification of effective area-based conservation measures / [by] E. Kenchinton, S. McLean, J.C. Rice.",,Publication,"Government of Canada",Canada,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2016-01-01,0,0,http://publications.gc.ca/site/eng/9.814086/publication.html,https://app.overton.io/document.php?policy_document_id=governmentofcanada-324c54490d925596366b33454eae2314,,,Agriculture|Biodiversity|Biogeochemistry,eng,"Department of Fisheries and Oceans|Canadian Science Advisory Secretariat",,"Evaluation of effective area-based conservation measures in Canadian marine waters"
umweltbundesamt-d736b490b79788906103ba61ac87a9dc,"Analyse und Trendabschätzung der Belastung der Umwelt und von Lebensmitteln mit ausgewählten POPs und Erweiterung des Datenbestandes der POP-Dioxin-Datenbank des Bundes und der Länder mit dem Ziel pfadbezogener Ursachenaufklärung","Analysis and trend assessment of the pollution of the environment and of food with selected POPs and expansion of the database of the POP-dioxin database of the federal and state governments with the aim of path-related investigation of causes",Publication,"Umwelt Bundesamt",Germany,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Monitoring or Regulatory Body",2015-12-23,13,18,https://www.umweltbundesamt.de/publikationen/analyse-trendabschaetzung-der-belastung-der-umwelt,https://app.overton.io/document.php?policy_document_id=umweltbundesamt-d736b490b79788906103ba61ac87a9dc,,,"Chemical substances|Chemistry|Environmental issues",ger,,"SDG 12: Responsible Consumption and Production|SDG Target 12.4|SDG 3: Good Health and Well-being|SDG Target 3.9","Contamination of livestock and food by PCDD/Fs and PCBs"
europa-0f9cd8389646f98322242426c1f79272,"Soil threats in Europe.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2015-12-16,0,0,https://op.europa.eu/en/publication-detail/-/publication/0c21db96-a4a6-11e5-b528-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-0f9cd8389646f98322242426c1f79272,,,"Aeolian processes|Agriculture|Air pollution",eng,"Tesfai, Mehreteab|Ballabio, Cristiano|Panagos, Panos|Øygarden, Lillian|Kværnø, Sigrun|Keizer, Jacob|Stolte, Jannes|Institute for Environment and Sustainability (Joint Research Centre)|Hessel, Rudi|Verheijen, Frank","SDG 15: Life on Land|SDG Target 15.3","Soil threats in Europe"
jointresearcheu-56cbe9a3f1ae2157e4fa534e29d7b003,"Soil threats in Europe",,Publication,"Joint Research Centre",EU,,"Public Sector",Government,"International Body|IGO Department or Agency|Research Centre|Policy Centre|Commission",2015-12-11,69,71,https://publications.jrc.ec.europa.eu/repository/handle/JRC98673,https://app.overton.io/document.php?policy_document_id=jointresearcheu-56cbe9a3f1ae2157e4fa534e29d7b003,"Agriculture and food security|Environment and climate change",,"Aeolian processes|Agriculture|Biodiversity",eng,"PANAGOS Panagiotis|STOLTE Jannes|ØYGARDEN Lillian|KVÆRNØ S.|KEIZER Jacob|TESFAI Mehreteab|HESSEL Rudi|BALLABIO Cristiano|VERHEIJEN Frank","SDG 15: Life on Land|SDG Target 15.3","Soil threats in Europe"
governmentofecuador-220be121fcbe639be5fe6d47e6a10a03,"Ambiente 2035","Environment 2035",Publication,"Government of Ecuador",Ecuador,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2015-12-02,0,0,http://maetransparente.ambiente.gob.ec:80/documentacion/Biodiversidad/IT/R-NUMERO-001-ALTA-CALIDAD.pdf,https://app.overton.io/document.php?policy_document_id=governmentofecuador-220be121fcbe639be5fe6d47e6a10a03,,,"Amazon rainforest|Biodiversity|Earth sciences",spa,"Ministry of the Environment","SDG 13: Climate Action|SDG Target 13.2|SDG 15: Life on Land|SDG Target 15.5|SDG Target 15.9","Climate Change and Ecosystem-Based Adaptation in Ecuador"
tabde-d5c66a1587b61e8b39c2be111b3a2c40,"Synthetische Biologie - die nächste Stufe der Bio- und Gentechnologie","Synthetic Biology - the next level of biotechnology and genetic engineering",Publication,"Büro für Technikfolgen-Abschätzung beim Deutschen Bundestag",Germany,,"Public Sector",Government,"National Body|Government Department|Research Centre|Policy Centre",2015-12-01,18,23,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab164.pdf,https://app.overton.io/document.php?policy_document_id=tabde-d5c66a1587b61e8b39c2be111b3a2c40,,,"Artificial objects|Biodiesel|Biofuel",ger,"Arnold Sauter • Steffen Albrecht • Davy van Doren • Harald König • Thomas Reiß • Rüdiger Trojok • unter Mitarbeit von Sebastian Elsbach","SDG 9: Industry, Innovation and Infrastructure|SDG Target 9.5","Synthetic biology"
governmentofphillippines-1dcc8cbade5f0d9edbab04a8ae0db05d,"Taking Stock of Industrial Ecology",,Publication,"Government of the Philippines",Philippines,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2015-11-28,0,0,https://phlconnect.ched.gov.ph/admin/uploads/add217938e07bb1fd8796e0315b88c10/2016BookTakingStockOfIndustrialEcology.pdf,https://app.overton.io/document.php?policy_document_id=governmentofphillippines-1dcc8cbade5f0d9edbab04a8ae0db05d,,,"Carbon footprint|Circular economy|Ecology",eng,"Commission on Higher Education","SDG 9: Industry, Innovation and Infrastructure|SDG Target 9.2","Industrial ecology as a scientific field"
governmentofczech-f15b50bf1ffc49b6f446a29cc0a07059,"Komplexní studie dopadů, zranitelnosti a zdrojů rizik souvisejících se změnou klimatu v ČR","Comprehensive study of impacts, vulnerabilities and sources of risks related to climate change in the Czech Republic",Publication,"Government of the Czech Republic","Czech Republic",,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2015-11-22,4,4,https://www.mzp.cz/C1257458002F0DC7/cz/studie_dopadu_zmena_klimatu/$FILE/OEOK-Komplexni_studie_dopady_klima-20151201.pdf,https://app.overton.io/document.php?policy_document_id=governmentofczech-f15b50bf1ffc49b6f446a29cc0a07059,,,,cze,"Ministry of the Environment","SDG 13: Climate Action|SDG Target 13.1","Climate change impacts and adaptation in the Czech Republic"
naturvardsverket-26ab8cae5dcf193299ee8e06301c7934,"Ekosystemtjänster i miljökonsekvensbeskrivningar och samhällsekonomiska konsekvensanalyser: Slutrapport","Ecosystem services in environmental impact assessments and socioeconomic impact assessments: Final report",Publication,Naturvårdsverket,Sweden,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Policy Centre|Monitoring or Regulatory Body",2015-11-17,2,2,http://naturvardsverket.diva-portal.org/smash/get/diva2:1611911/FULLTEXT01.pdf,https://app.overton.io/document.php?policy_document_id=naturvardsverket-26ab8cae5dcf193299ee8e06301c7934,,,"Academic publishing|Biodiversity|Biology",swe,,"SDG 15: Life on Land|SDG Target 15.9","Ecosystem services in environmental impact assessments and socio-economic impact assessments"
governmentofmauritius-b275686988c609e59d5a9e27e54febfe,Shock,,Publication,"Government of Mauritius",Mauritius,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2015-10-31,0,0,https://environment.govmu.org/Documents/CCIC%20Data%20Repository/2.%20Information%20%26%20Reports/Information/Managing%20the%20impacts%20of%20climate%20change%20on%20Poverty%20-%20World%20Bank.pdf,https://app.overton.io/document.php?policy_document_id=governmentofmauritius-b275686988c609e59d5a9e27e54febfe,,,"Agriculture|Air pollution|Carbon offsets and credits",eng,"Ministry of the Environment, Solid Waste Management and Climate Change","SDG 1: No Poverty|SDG Target 1.3|SDG Target 1.5","Climate change and poverty"
pblnl-803aef1fad6aa67aaa5d15a109330eb4,"Climate action outside the UNFCCC",,Publication,"PBL Netherlands Environmental Assessment Agency",Netherlands,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Policy Centre|Public Data Body or Statistics",2015-10-29,28,29,https://www.pbl.nl/en/publications/climate-action-outside-the-unfccc,https://app.overton.io/document.php?policy_document_id=pblnl-803aef1fad6aa67aaa5d15a109330eb4,,,"C40 Cities Climate Leadership Group|Carbon Disclosure Project|Change",eng,,"SDG 13: Climate Action|SDG Target 13.2","Assessment of international cooperative initiatives on greenhouse gas emissions"
bancaditalia-287e76e6b5daf06b74991122643016ee,"Banca d'Italia - V - Il PIL per la storia d'Italia. Istruzioni per l'uso","Bank of Italy - V - GDP for the history of Italy. Instructions for Use",Publication,"Banca D'Italia",Italy,,"Public Sector",Government,"National Body|Financial Institution or Bank|Central Bank",2015-09-18,0,0,https://www.bancaditalia.it/pubblicazioni/collana-storica/statistiche/statistiche-05/index.html,https://app.overton.io/document.php?policy_document_id=bancaditalia-287e76e6b5daf06b74991122643016ee,,,"Capital (economics)|Consumption (economics)|Economics",ita,,,"Reconstruction of historical data on the Gross Domestic Product of Italy"
bancaditalia-6461dfa4b20c1201726578cf18310d07,"Banca d'Italia - Il PIL per la storia d'Italia. Istruzioni per l'uso","Bank of Italy - GDP for the history of Italy. Instructions for Use",Publication,"Banca D'Italia",Italy,,"Public Sector",Government,"National Body|Financial Institution or Bank|Central Bank",2015-09-18,2,2,https://www.bancaditalia.it/pubblicazioni/collana-storica/pil-storia-italia/index.html,https://app.overton.io/document.php?policy_document_id=bancaditalia-6461dfa4b20c1201726578cf18310d07,,,"Abstraction (computer science)|Accounting|Bank",ita,,,"Italian economic history"
govdeptsbrazil-78cc1aea881fbbaa2f83e8d99cf78f64,"Pagamento Por Serviços Ambientais","Payment for Environmental Services",Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2015-09-14,0,0,https://capacitacao2.ana.gov.br/conhecerh/bitstream/ana/2254/1/Unidade_1.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-78cc1aea881fbbaa2f83e8d99cf78f64,,,"Agriculture|Biodiversity|Biodiversity loss",por,"Brazilian National Water Agency","SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.a","Environmental services and Payments for Environmental Services"
deptofenvironmentau-86fdffc1a5ce0476ba31f2ea02f0500f,"Australian and global HFC, PFC, Sulfur Hexafluoride, Nitrogen Trifluoride and Sulfuryl Fluoride Emissions - 2015",,Publication,"Australian Government Department of Climate Change, Energy, the Environment and Water",Australia,,"Public Sector",Government,"National Body|Government Department",2015-09-14,1,3,https://www.environment.gov.au/protection/ozone/publications/australian-hfc-pfc-sulfur-hexafluoride-nitrogen-trifluoride-sulfuryl-fluoride-emissions-2015,https://app.overton.io/document.php?policy_document_id=deptofenvironmentau-86fdffc1a5ce0476ba31f2ea02f0500f,,,"1,1,1,2-Tetrafluoroethane|Air pollution|Artificial materials",eng,"Australian Government Department of the Environment and Energy","SDG 13: Climate Action|SDG Target 13.2","Emissions of fluorinated gases in Australia and globally"
adminch-4318ed0ee46c349200781096c8d99c53,"Kontinuierliche Messung von Nicht-CO 2 - Treibhausgasen auf dem Jungfraujoch (HALCLIM-5)","Continuous measurement of non-CO 2 greenhouse gases on the Jungfraujoch (HALCLIM-5)",Publication,"Government of Switzerland",Switzerland,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Committee",2015-09-09,0,0,https://www.bafu.admin.ch/dam/bafu/fr/dokumente/luft/fachinfo-daten/messung_von_nicht-co2treibhausgasenaufdemjungfraujochschlussberi.pdf.download.pdf/messung_von_nicht-co2treibhausgasenaufdemjungfraujochschlussberi.pdf,https://app.overton.io/document.php?policy_document_id=adminch-4318ed0ee46c349200781096c8d99c53,,,"Artificial materials|Atmosphere of Earth|Chemical substances",ger,"Federal Office for the Environment",,"Measurement of non-CO2 greenhouse gases at the Jungfraujoch station"
govdeptsbrazil-43a6a5c89a1bae1c2bb8076fcb33d944,"Corporate Guidelines for the Economic Valuation of Ecosystem Services",,Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2015-09-08,0,0,http://diretoriopre.mma.gov.br/index.php/category/35-bmub-teeb-conservacao-da-biodiversidade-atraves-da-integracao-de-servicos-ecossistemicos-em-politicas-publicas-e-na-atuacao-empresarial?download=889:comp-empresarial-ingles-corporate-guidelines-for-the-reporting-of-environmental-externalities-version-1-0,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-43a6a5c89a1bae1c2bb8076fcb33d944,,,"Aggregate demand|Agriculture|Analysis",eng,"Ministry of Environment and Climate Change","SDG 15: Life on Land|SDG Target 15.9","Economic valuation of ecosystem services"
govdeptsbrazil-91a291da8a1c63b391b18963b145c9d2,"Corporate Guidelines for the Economic Valuation of Ecosystem Services",,Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2015-09-08,0,0,https://antigo.mma.gov.br/images/publicacoes/biodiversidade/economiadosecossistemas/devese_english.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-91a291da8a1c63b391b18963b145c9d2,,,"Aggregate demand|Agriculture|Analysis",eng,"Ministry of the Environment","SDG 12: Responsible Consumption and Production|SDG Target 12.2|SDG 15: Life on Land|SDG Target 15.9","Economic valuation of ecosystem services and the limitations of aggregate demand"
epagov-5a5bdc5ca87073a2771e6cb2933d920c,"Citizen science and Crowdsourcing : Creative Approaches to Environmental Protection",,Publication,EPA,USA,,"Public Sector",Government,"National Body|Government Agency|Arm's Length Body|Monitoring or Regulatory Body",2015-09-01,0,0,https://www.epa.gov/sites/default/files/2015-09/documents/nacept_background_material_2.pdf,https://app.overton.io/document.php?policy_document_id=epagov-5a5bdc5ca87073a2771e6cb2933d920c,,,"Adaptive management|Air pollution|Air pollution measurement",eng,,"SDG 16: Peace, Justice and Strong Institutions|SDG Target 16.7","Citizen science and crowdsourcing for environmental protection"
gpogov-4c82bfba28b37dabf683532e9d44775a,"Regulatory impact analysis of the proposed emission standards for new and modified sources in the oil and natural gas sector.",,Publication,"Government Publishing Office (GPO)",USA,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2015-08-18,0,0,http://purl.fdlp.gov/GPO/gpo69381,https://app.overton.io/document.php?policy_document_id=gpogov-4c82bfba28b37dabf683532e9d44775a,,,"Air pollution|Artificial objects|Barrel (unit)",eng,"Government Publishing Office","SDG 13: Climate Action|SDG Target 13.2","Regulatory impact analysis of proposed emission standards for the oil and natural gas sector"
govdeptsitaly-0a401d0383a2466a56aa3d194d48b690,"Tropospheric ozone and its precursors from the urban to the global scale from air quality to short-lived climate forcer",,"Scholarly article","Government of Italy",Italy,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2015-08-13,0,1,http://www.pdc.minambiente.it/sites/default/files/progetti/accentplus_tropospheric_ozone_and_its_precursors_from_the_urban_to_the_global_scale.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsitaly-0a401d0383a2466a56aa3d194d48b690,,,"Agriculture|Air pollution|Anticyclone",eng,"Italian Ministry of the Environment, Protection of the Territory and the Sea",,"Tropospheric ozone and its precursors"
